,City,Content_clean,comp_score,topic,topic label
271,Barentin,personnel très sympathique quand parvenu trouver faut embaucher rapport qualitéprix toutes budget large choix,neutre,1,large choix
272,Marseille,contrairement dautres enseignes bricolage citerai jai particulièrement agréablement surprise lattention portent conseillers magasin leurs client deux visites cette semaine chaque fois accueil top conseils sourire plus bravo,neutre,2,personnel
278,St Clement De Riviere,très bien conseillé rayon luminaire,neutre,0,rayonnage
279,Vannes,présenté jour magasin afin faire marcher garantie vie outils marque facom acheté a 4 an magasin envoyer ballader vendeurs rayon outillage disant a question estil possible commander réponse non a a donc vendre problème sav plus fini achèterais plus chez quitte payer plus cher chez concurrence,neutre,2,personnel
293,Colmar,fait 100km acheter 2 tiroirs cuisine affiché comme stock magasin internet boutique vendeur annonce quil faut 3 semaines délai tout normal stock faux conclusion chez casto a rien faut castor na plus dent travailler donc pourra mettre jour stock,neutre,2,personnel
304,Bourgoin Jallieu,bien grand,neutre,0,rayonnage
306,Cormeilles En Parisis,trouve dont a besoin,neutre,2,personnel
307,Viriat,beaucoup produits tout maison,neutre,1,large choix
308,Henin Beaumont,prix bien évolués difficile trouver produits recherchés dû désordre rayonnages fini trouver dont besoin parking asser grand trouver place arrivant,neutre,0,rayonnage
311,Henin Beaumont,passage jour armoire 4 vendeurs plus occupés parler entre quà conseiller client allons allez voir ailleurs,neutre,2,personnel
312,Vannes,magasin bien garni nombreuses références,neutre,0,rayonnage
313,Viriat,toujours top,neutre,2,personnel
314,Henin Beaumont,besoin dune nouvelle tondeuse car ancienne a rendu lâme adressée conseiller rémi dernier a su renseigner correctement produits disponibles,neutre,2,personnel
317,Nîmes,personnel très bien donne tous renseignements nécessaires,neutre,0,rayonnage
318,La Seyne Sur Mer,a refusé vendre lisorel sou prétexte quil venait russie conseillé daller leroy merlin cette histoire a bien fait rire vendeur leroy merlin où jirais dorénavant,neutre,0,rayonnage
319,Chambray Les Tours,magasin très bien ranger personnel disponible,neutre,2,personnel
324,Pierrelaye,très bien,neutre,0,rayonnage
331,Orvault,enseigne connue égale,neutre,2,personnel
332,Chennevieres Sur Marne,bonjour difficile trouver vendeurs information quand trouve a limpression déranger mention spéciale rayon carrelages quand demande échantillon alors parcours combattant coup jai trouvé bonheur chez concurrents plus lécoute bon courage magasins,neutre,2,personnel
342,Bron,trouver voulais deux passage rien,neutre,2,personnel
345,Mundolsheim,ça baisse qualité prix augmentent magasin nest plus goût jour rapport concurrence personnel semble plus motivé sauf exécution castorama sest laissé dépasser dommage cétait belle enseigne,neutre,2,personnel
346,Olivet,très bien,neutre,0,rayonnage
348,Antibes,trouve tout,neutre,2,personnel
354,Les-Clayes-Sous-Bois,bien,neutre,0,rayonnage
358,Colmar,déplace castorama colmar acheter bordure torino 50 x 20 cm anthracite stock 70 site place rien réponse vendeur peutêtre 15 jours voilà pourquoi castorama décroche 1 étoile,neutre,2,personnel
361,St Marcel Les Valence,magasin peu près propre nouveau système fil dattente caisses décourageant,neutre,2,personnel
362,Les Pennes Mirabeau,decoupe bois verre encore fermee jour samedi,neutre,2,personnel
365,La Seyne Sur Mer,vendeurs rayon carrelage très a lécoute personnes serviables sérieuses particulier bruno cyrille toutes équipe,neutre,2,personnel
369,Vannes,accueil bâti professionnel,neutre,2,personnel
371,Le Mans,mise jour 270522 voilà caissière na pris compte létiquette orange prix soldé a simplement scanné code barres évidement rendez compte lorsque chez nallez faire ar qlqs euro lamentable retire encore étoile magasin plonge semaine semaine 12052022 prix choix horairesmais a quelques point a améliorer disponibilité équipes jamais personne découpe bois personnel assez désagréable laccueil échangesremboursements accueil passable rayon électrique lon sétonne castorama ferment un après autres celuici mauvaise voie,neutre,1,large choix
375,Bron,super faut savoir où,neutre,2,personnel
377,Antibes,vendeuse exécrable ny retournerons,neutre,2,personnel
381,Melun,bien,neutre,0,rayonnage
382,Herouville St Clair,très pratique louverture dimanches,neutre,2,personnel
386,Viriat,manque personnel,neutre,2,personnel
389,Mandelieu La Napoule	,beaucoup choix grand parking,neutre,1,large choix
390,Bayonne,a trouvé tout dont besoin,neutre,2,personnel
392,Villemomble,top comme dhabitude,neutre,2,personnel
393,Villemomble,après avoir passé commande réglé livraison 10 jours 1 mois après aucun rappel voulez téléphoner personne bien passe service ça raccroche jamais vu plus nul magasin,neutre,0,rayonnage
395,Thillois,plus climatiseur plus rafraîchisseur dair 200617,neutre,1,large choix
397,Angouleme,serviable coûte,neutre,2,personnel
398,Coignieres,ra,neutre,2,personnel
399,L'Union,jaime beaucoup magasin si trouve quil manque vraiment personnel plus pub récente climatisation qlima trompeuse car ny connaissant rien fait croire clim posée revient 728 après renseignements faut ajouter frais dinstallation,neutre,2,personnel
410,Saint Orens De Gameville,déplacés chez castorama acheter lhuile lin malchance stock internet nétais rayon après discussion conseiller peinture celui ci a pris temp daller récupérer palette coincée zone stockage afin servir merci,neutre,2,personnel
412,Viriat,beaucoup vendeur rayon très professionnels,neutre,1,large choix
415,Creteil,magasin nul,neutre,2,personnel
416,Chalon Sur Saone,chez casto a tout quil faut faudrait revoir slogan,neutre,2,personnel
423,Dunkerque,choix rangement toujours logique,neutre,1,large choix
424,La Garde,bien,neutre,0,rayonnage
427,Saint Maximin,difficile comprendre devi bon arrivé ça sest très bien passé,neutre,0,rayonnage
434,Bèziers,accueil top,neutre,2,personnel
441,Bèziers,service parfait,neutre,2,personnel
443,Vitrolles,côté achat très satisfait fallu louer fourgon internet smartphone là procédure incroyablement complexe malgré laide sympathique employés conseille vivement livraison,neutre,2,personnel
450,Terville,bon magasin dommage boucherie ferme,neutre,2,personnel
452,Cormeilles En Parisis,accueil déplorable vendeur concerné,neutre,2,personnel
455,Merignac,plutôt cher produits limites cest bof,neutre,1,large choix
457,Les Pennes Mirabeau,service outils top,neutre,2,personnel
471,Haubourdin,service client déplorable fait totalement balader entre plateforme castorama magasin concerné répond jamais téléphone attente livraison depuis mercredi commande prête magasin service livraison contacte lintervention carreleur prévue demainla commande réglée débitée carrelage dispo magasin service livraison bloque tout,neutre,2,personnel
472,St Marcel Les Valence,a casto a tout quil faut sauf vendeurs 4 client répondre,neutre,2,personnel
479,Dunkerque,peu caisses ouvertes 13h caisses auto fonctionnent ralenti éviter créneau,neutre,1,large choix
481,Vitrolles,manque nombreux éléments,neutre,2,personnel
482,Angouleme,venu bâti extérieur margelles merci laccueil laide léquipe caisse vendeurs mention particulière bisaat top,neutre,2,personnel
486,Lormont,plus 20 minute retrait marchandise achat veille,neutre,2,personnel
488,Agen,a casto trouve tout quil faut,neutre,2,personnel
492,Saint Orens De Gameville,cest bien casto plus ouvert dimanche ça cest très pratique,neutre,0,rayonnage
493,Marseille,suite différence prix leroy merlin 44 castorama devait rembourser 2 fois différence parcours combattant 50 mn dattente passer dun vendeur autre vendeur plomberie aucune conscience pro sen fou complètement reveniez non casto nest tout fait castorsnul chez nul,neutre,2,personnel
494,Nantes,peu vendeurs cest client daller renseigner laccueil avoir vendeur bout 15 mn dattente,neutre,2,personnel
495,Pierrelaye,magasin très bien contre drive fuir prêt 25min dattente commande rendezvous 2 article,neutre,0,rayonnage
497,Paris 15,rien dextraordinaire terne,neutre,2,personnel
500,Les-Clayes-Sous-Bois,affichage trompeur quand sagit promotion laffiche déstockage nindique prix déjà celui remisé très limite comme pratique,neutre,1,large choix
501,Saint Maximin,caisses super vielle jai attendre 30 minute factures,neutre,2,personnel
503,Vitrolles,magasin bricolage super,neutre,2,personnel
505,Aix En Provence,très bien,neutre,0,rayonnage
506,Le Cannet,farm rio soho,neutre,0,rayonnage
510,Vigneux Sur Seine,sempre encontro o preciso neste lugar adoro,neutre,2,personnel
514,Barentin,tout bricoleur ceux dimanche,neutre,2,personnel
515,Marseille,super,neutre,2,personnel
516,Olivet,impeccable,neutre,2,personnel
518,Perpignan,très bien,neutre,0,rayonnage
519,Gonfreville L'Orcher,peux être bien refaire parking,neutre,0,rayonnage
521,Jouy Aux Arches,personnel très sympathique castorama reste quand peu cher goût ny trouve choses mal,neutre,2,personnel
526,Colmar,beaucoup choses coup nont plus lame tondeuses cast castorama poil déçu ca,neutre,1,large choix
527,Villemomble,jai adoré magasin,neutre,2,personnel
530,Le Cannet,bof,neutre,2,personnel
534,Portet Sur Garonne,cest chez,neutre,0,rayonnage
537,Saint Maximin,castorama personnel a lécoute,neutre,2,personnel
538,Paris 15,nuuuuuul paye espèces remboursement avoir carte plus jamais castorama revoir,neutre,2,personnel
545,Le Cannet,lattente très très très longue interroger vendeur,neutre,2,personnel
549,Dardilly,comme tous casto,neutre,2,personnel
552,Les Lilas,personnel très sympa petit magasin beaucoup choses,neutre,2,personnel
565,Niort,voulez non plus mettre dosdâne encore plus gros parking,neutre,1,large choix
574,La Seyne Sur Mer,repéré voulais internet amont jai trouvé sans tarder cherchais grâce numéros allées toujours top,neutre,2,personnel
575,Perpignan,cest castorama comme dautres,neutre,2,personnel
576,Villabè,très grand beaucoup choix beaucoup choses vive bricolage sympa,neutre,1,large choix
577,Saint Maximin,non,neutre,2,personnel
578,Anglet,moment tous casto,neutre,2,personnel
582,Claye Souilly,bien,neutre,0,rayonnage
584,Mandelieu La Napoule	,mooie bouwmarkt met ruim assortiment,neutre,1,large choix
588,Roissy En France,service nul mets étoile car peux malheureusement mettre moins jachète plus 1500 personnes parle carte fidélité ni moins 5 découvre sortant magasin car cest affiché jachète produit marron jai gris arrivant chez plus perdre temp faire 40km plaisir jécoute justification différents personnes prennent charge malgré bien évidemment justifie explique situation 5 personnes avant quils finissent reconnaître quil ya bien erreur jai briefing lorganisation magasin remarque men foutisme plane personnel magasin car vraiment cest lamentable plus voit clairement quon déranger aucune excuse ni contrôle part responsable rayon signe bon retour sans jeter coup dœil seul vendeur concerné laprèsmidi prends charge sexcuse,neutre,2,personnel
593,Villenave D'Ornon,achat carrelage beige passe gris attente interminable trouver carrelage beige travaille til,neutre,2,personnel
608,Chambray Les Tours,très professionnel vendeur sympathique,neutre,2,personnel
610,Les Ulis,mention particulière florianne professionnalisme,neutre,1,large choix
613,Roissy En France,super,neutre,2,personnel
615,Besancon,injoignable tel renseignements produit,neutre,2,personnel
618,Bourgoin Jallieu,impossible joindre tel laissent patienter stock internet toujours faux déplacez rien,neutre,2,personnel
623,Villabè,merci benjamin rayon peinture a su conseiller acheter nimporte quoi vendeur lécoute cherche tout pris casé choses inutiles sait quoi parle ça change,neutre,2,personnel
626,La Seyne Sur Mer,bien approvisionné toujours ludique,neutre,0,rayonnage
629,Vigneux Sur Seine,,neutre,0,rayonnage
630,Portet Sur Garonne,très pratique bien achalandé,neutre,0,rayonnage
631,Bourgoin Jallieu,grand choix personnel très dispo,neutre,1,large choix
632,Creteil,chez casto ya tout cqui faut outils matériaux,neutre,2,personnel
638,Gonfreville L'Orcher,déconseille absolument magasin voulu acheter carrelage vendeur dit reste 11cartons fait 10 vendeur assure quils bien stock car déjà problème lors dune précédente commande payons lacommande rendons retrait commande lanous apprenons quil ny a seul carton carrelage car gen chargé ranger carton carrelage font correctement travail évidemment aucun responsable recevoir,neutre,2,personnel
639,Le Cannet,toujours bien achalandé,neutre,0,rayonnage
640,Mandelieu La Napoule	,top,neutre,2,personnel
646,Jouy Aux Arches,toujours trouvé voulais bricoler,neutre,2,personnel
647,Frejus,cours matériaux non entretenue,neutre,1,large choix
649,Aubiere,magasin bricolage beaucoup choix bien diversifié,neutre,1,large choix
651,Marsannay-La-Cote,permets post remercier encore fois léquipe présente soir marsanay gestion problème mauvaise lame lambris 4m intéressés reconnaîtront merci compréhension sen service cest assez rare aujourdhui être souligné,neutre,2,personnel
659,Jouy Aux Arches,lampli tv fonctionnait si bien lai ramené remboursement voulaient proposaient avoir évoquant retour sav après insistance bien voulu rembourser comme mentionné site castorama,neutre,0,rayonnage
664,Terville,très pratique personnel sympathique,neutre,2,personnel
666,Paris 15,jai très bien servi demoiselle très lécoute peinture,neutre,0,rayonnage
667,Haubourdin,trouvez tout dont besoin,neutre,2,personnel
673,Bèziers,très satisafait magasin top caissière fort sympathique,neutre,2,personnel
677,Haubourdin,pourquoi avoir accueil si nest jamais répondre,neutre,2,personnel
680,Bèziers,accueil sympa,neutre,2,personnel
690,Herouville St Clair,0 castor làbas,neutre,2,personnel
691,Kingersheim,a casto ya tout quil faut sauf étiquettes produits,neutre,2,personnel
693,Nantes,a tout,neutre,0,rayonnage
695,Coignieres,castorama vraiment bien vendeurs très lécoute uniquement lorsquil ny a beaucoup monde,neutre,1,large choix
698,Fresnes,bien,neutre,0,rayonnage
699,Annecy,magasin bien achalandé,neutre,0,rayonnage
702,Anglet,top,neutre,2,personnel
703,Kingersheim,aucune caisse espère personnel remplacer robot donc irai plus sensé accepter espèces,neutre,2,personnel
705,Terville,super magasin bricolage trouvons tous bricolé construction dune maison gros variété matériaux,neutre,2,personnel
706,Claye Souilly,encore si pouvais mettre 0 étoile laurai fait faudrai revoir lamabilité caissières remettrai plus jamais pieds magasin,neutre,2,personnel
715,La Garde,manque vendeurs,neutre,2,personnel
720,Perpignan,après démarrage difficile conseil livraison matériel manquant défectueux elme a réussi rattraper coup merci elme,neutre,2,personnel
721,La Garde,super,neutre,2,personnel
727,Herouville St Clair,passage caisses fluide,neutre,1,large choix
743,Villemomble,conseiller top,neutre,2,personnel
744,Feytiat,trouve tout lon veut,neutre,2,personnel
746,Haubourdin,attendre 20 minute sans trouver vendeur jadore dautant plus cest régulier magasin,neutre,2,personnel
748,St Marcel Les Valence,plus sac béton,neutre,2,personnel
750,La Garde,delaion parle service parfaitpersonnel serviable compétantmerci,neutre,2,personnel
755,Bèziers,attente trop longue drive 45min alors quil ny 3vehicules,neutre,2,personnel
757,Paris 20,manque personnel celui poste agréable serviable,neutre,2,personnel
759,Portet Sur Garonne,choix produit,neutre,1,large choix
761,Les Pennes Mirabeau,scandaleux paiement effectuer 14h plus 50 min récupérer 2 fauteuil final avoir abîmés coup sale emballés vraiment scandaleux viendrai plus,neutre,2,personnel
764,St Nazaire,personnel découpe lino moquette dimanche,neutre,2,personnel
767,La Seyne Sur Mer,daccord,neutre,2,personnel
769,Thillois,bien chez casto a tt faut,neutre,0,rayonnage
771,Portet Sur Garonne,super équipe cependant ça manque bra,neutre,2,personnel
772,Givors,chez casto a tout quil faut outils matériaux etc,neutre,2,personnel
777,Vandoeuvre Les Nancy,,neutre,0,rayonnage
779,Paris 18,tienda latina muy buena,neutre,0,rayonnage
784,Haubourdin,ra,neutre,2,personnel
785,Marseille,i like the fact that you can touch everything walking inside castorama is like browsing into a catalog but foot,neutre,2,personnel
787,Les-Clayes-Sous-Bois,a tout magasin très bien,neutre,0,rayonnage
794,La Seyne Sur Mer,trouve pratiquement tout bricole personnel sympathique écoute très rare,neutre,2,personnel
795,Antibes,choix différents personnel sympa,neutre,1,large choix
799,Le Cannet,comme hab trouve toujours faut petits travaux maison,neutre,2,personnel
803,Kingersheim,chez casto a tout quil faut eh bien dicton bien vrai tout personnel serviable lécoute besoins client,neutre,0,rayonnage
804,Lattes,course maison,neutre,2,personnel
805,St Jacques De La Lande,casto peut cacher autre ra,neutre,2,personnel
813,St Marcel Les Valence,toujours personnel sympathique disponible sympathique caisse éloges,neutre,2,personnel
815,Colmar,beaucoup choix personnel très professionnelles,neutre,1,large choix
818,Herouville St Clair,magasin comme tous castorama,neutre,2,personnel
820,St Marcel Les Valence,amabilité moyenne,neutre,1,large choix
823,Merignac,si pensez gagner temp faisant commande drive allez ailleurs jai chance article arrivés 45 minute après personne discutais attendais depuis plus dune heure largement quoi aller faire course concurrence,neutre,2,personnel
825,Claye Souilly,très bien trouver tout faut bricolage,neutre,0,rayonnage
826,Roanne,service équipes top,neutre,2,personnel
830,Villabè,beaucoup choix vendeurs très bons conseils défauts dapprovisionnement moment tout,neutre,1,large choix
835,Marsannay-La-Cote,quand trouve vendeur conseille réponse assez expeditive celuici propose daide port produitjai débrouiller seule relation client laisse désirer,neutre,2,personnel
838,Niort,client fidèle nai rien spécial dire linstant 5 étoiles continuez comme ça,neutre,2,personnel
839,Bèziers,sébastien a coupe très bon vendeur cest rare chez casto rien a redire a uneprochaine fois,neutre,2,personnel
840,Aubiere,bien agencé,neutre,0,rayonnage
850,Le Cannet,hyper proche chez,neutre,2,personnel
851,Claye Souilly,magasin très grand a beaucoup choix,neutre,1,large choix
852,Besancon,correct,neutre,2,personnel
855,Annecy,beaucoup choix,neutre,1,large choix
862,St Nazaire,très bien rénové,neutre,0,rayonnage
864,Bron,bien proprebien rangé choix très correct,neutre,1,large choix
869,Saint Maximin,servicio atención al cliente excelente,neutre,2,personnel
874,Bron,choix peu vendeurs renseigner nest rayon nouveau slogan,neutre,1,large choix
877,Anglet,idem castorama jardin,neutre,2,personnel
879,Henin Beaumont,très large choix bricolage,neutre,1,large choix
880,Saint Orens De Gameville,magasin bien agencé,neutre,0,rayonnage
884,Bron,magasin bricolage,neutre,2,personnel
885,Bourgoin Jallieu,magasin bricolage,neutre,2,personnel
889,Niort,très bien a fait carte magasin,neutre,0,rayonnage
890,Barentin,trouve tout chez castorama rayon bien achalandés,neutre,0,rayonnage
891,Brest,casto cest castoch magasin bien fait personnel plutôt impliqué,neutre,2,personnel
892,Orvault,très bien,neutre,0,rayonnage
893,Colmar,magasin situe colmar conseille,neutre,2,personnel
894,Les Ulis,cette entreprise dépose annonce indeed jai postulé jai reçu réponse négative sans justification trouve cela sincèrement dommage laisser candidats motivés sans laisser justification sincère fondée,neutre,2,personnel
895,Bèziers,chez casto a tout faut,neutre,2,personnel
900,St Jacques De La Lande,manque communication lors attentes commandes sinon rien redire,neutre,2,personnel
902,Barentin,promos faire venir client stock,neutre,2,personnel
903,St Marcel Les Valence,bien,neutre,0,rayonnage
904,L'Union,super beau,neutre,2,personnel
906,Portet Sur Garonne,deux étoiles côté positif peu dattente caisse cour matériaux point négatif beaucoup produits indisponibles cour matériaux conseillers parlent entre sans soucier client,neutre,1,large choix
909,Le Cannet,comme dhabitude,neutre,2,personnel
914,Lormont,3000 dachats demande prêt gracieux véhicule récupérer marchandise jhabite 2km porteur carte responsable daigne déplacer prendre compte requête client refuse téléphone sans fournir dexplication relation commerciale catastrophique part responsable lopposé lemployée front line a répondu chacune interrogation grand professionnalisme mauvaise expérience conduit plus revenir surtout promouvoir marque castorama,neutre,1,large choix
916,Vigneux Sur Seine,assez disponibilité commerciaux,neutre,1,large choix
917,Vélizy Villacoublay,salue professionnalisme mariama vendeuse cuisine disponible pédagogique soucis constant satisfaction client nul doute quavec type prestation daccompagnement pouvons conseiller cuisine castorama vélizyvillacoublay,neutre,2,personnel
918,Agen,jaime castorama vais régulièrement,neutre,2,personnel
924,Les Ulis,good,neutre,2,personnel
926,Bondues,très bien conseillé lemployé benjamin a lécoute besoins disponible allons souvent chez leurs concurrents lest france là changé davis ferons lavenir appel castorama prochains travaux nord,neutre,0,rayonnage
928,Antibes,juste attendu plus 30 minute faire échange dun cube gaz,neutre,2,personnel
939,Antibes,intervention sm suite annulation commande voulais annuler tout dépend personne répond deuxième personne a donné réponses plus approfondies mont très utiles sinon service rapide trouve système très bien moins dattente,neutre,0,rayonnage
941,Feytiat,compliqué certaines demandes,neutre,2,personnel
945,Angouleme,très bien,neutre,0,rayonnage
951,Fleury Sur Orne,très mécontent service personnel plus font offres site internet quand passe commande magasin dit faut commander internet pouvoir bénéficier offre nul part précisé plus quand demande responsable aucune solution possible geste commercial fais plus manque amabilité ferait bien prendre exemple concurrence,neutre,2,personnel
957,Nîmes,perfect,neutre,2,personnel
960,Brest,très rapidesuper servicebesoin mitigeur renseignée monsieur super conseils très agréablebelle qualité produitgarantie pièces assurées obsolescence,neutre,2,personnel
961,Bron,vendeurs très mauvais conseilleurs éviter demander quoi plus très souvent indisponibles croire quils cachent quon embêté,neutre,2,personnel
963,Coignieres,magasin où trouve tout,neutre,2,personnel
