,City,Content_clean,comp_score,topic,topic label
191,Bèziers,magasin mérite 5 étoiles douée bricolage chose sue cest projets menés a bien grâce conseils employés venue trouver solution terrasse sans savoir comment pouvais procéder tombée lanimateur micro juste avant repartie bredouille cest personne chaleureuse aimable dun sen service incroyable a pu maider projet trouvant matériel dont javais besoin mexpliquant tout quil fallait solidifier tout hélas machine a couper permet tasso faire couper a bonne hauteur voyant détresse car galère a couper matériels disposition a sortie caisses dit quil maiderai a couper cest ainsi quaprès passage caisse quil coupé morceau bois a pris 5 min temp personnel pause afin venir aide franchement cest personne a félicité amplement dévouement travail toute léquipe castorama toujours bien conseillé félicitations a magasin sinvestit projets,tres positif,0,choix
194,Thillois,tiens remercier stéphane collègue laide apportée douche show room promo tout fait maider nétait gagné merci pouvez être fier employés nest partout pareil grand merci,tres positif,0,choix
196,Les Ulis,excellent accueil conseil partie salle bain hésiter aller rayon agréables,tres positif,1,personnel
197,Marsannay-La-Cote,bon établissement sauf peu trop joyeux serveurs souci trop client,tres positif,1,personnel
203,Le Mans,quelques choses choquant aideles prises lenvers lenjoliveur horizontal mit vertical sinon bon conseillers super formé choses vendue 2 3 recherche net savez plus queux personnel agréable,tres positif,1,personnel
204,Melun,ontem 06 março 2022 tive a sorte ser atendido pelo funcionário da zona da pinturas e foi muito prestável e simpático e o funcionário da zona do pisos flutuantes também foi tão útil e simpático decidi comprar todo o chão da cozinha wc arrecadação lavanderia e da sala estar e jantar tudo uma vez parabéns aos doi funcionários,tres positif,0,choix
205,Saint Maximin,personnel aimables lécoute très serviable personnel très compétents,tres positif,0,choix
208,Antibes,excellent service sav très rapide efficace bravo,tres positif,0,choix
211,Nîmes,venu dimanche 29 mai conception porte mesure devi salle bain grand merci victoria conseils accueil agréable souriant,tres positif,2,félicitation
216,Chambray Les Tours,commande portail faite février livraison 15 avril posant question garantie date livraison dit éventuellement 15j retard maximum aujourdhui 29 mai toujours rien darrivé difficile davoir contact pourtant magasin vide client rapport concurrents chaque fois dit quil arrive fin semaine ça dure depuis plusieurs semaines a jour portail disponible magasin poitier impossible pouvoir faire lien chambray tour cest toujours histoire cest dernier achat chez castorama résidence grande ouverte nimporte peut entrer ça sen fiche merci casto,tres positif,0,choix
218,Bron,comme dhabitude large choix prix raisonnable bons conseils déco sympa loin magasin brico préféré,tres positif,2,félicitation
225,Kingersheim,viens régulièrement magasin chacune visites personnel courtois serviable pro merci toute léquipe excellent magasin grand choix matière bricolage,tres positif,0,choix
228,Melesse,bons conseils bon acceuil,tres positif,2,félicitation
233,Quimper,magasin propre bien rangé personnel accueillant,tres positif,0,choix
241,Brest,beaucoup beaucoup gentillesse découtes magasin bricolage service client équipes souriantes extra,tres positif,0,choix
251,Quimper,agréable surprise magasin fait plusieurs rayon rideaux carrelage salle bains jardin a chaque fois personnel disponible sympathique cherchant toujours aider recherches trouver solution bravo léquipe,tres positif,0,choix
255,Marsannay-La-Cote,bonjourtrès bon accueil avoir retiré commande samadi 28 mai 8hoo a bien plaisanté recommande,tres positif,1,personnel
256,Vélizy Villacoublay,très bon accueil merci guylaine rayon jardinage bon conseil efficace efficacité partagée collègues retrait marchandises,tres positif,1,personnel
258,Brest,personnel compétent souriant lécoute,tres positif,0,choix
259,Angouleme,professionnels souriants bons conseils,tres positif,2,félicitation
260,Niort,agréablement surprise service conseils rayon merci steven déçue comportement dune caissière justine limite respect réponses là plaire client,tres positif,2,félicitation
263,Orvault,arnaque prix prix affiché plaque pvc imitation tuile 3890 a caisse 4990 cheffe secteur pointe bout 30 minute confirme prix 4990 toute illégalité pris soin bien évidemment faire retirer déchirer prix affiché avant venir rencontre bien évidemment prix 4990 napparaît nul part rayon escroquerie,tres positif,0,choix
267,Chalon Sur Saone,trouve tout grand magasin personnel renseigne facilement chacun connaît rayon jai fait simulation dressing chambre bonnes idées plan tout comme voulais fini très satisfait résultat,tres positif,0,choix
277,Aytre,magasin nul meme sticker deco intérieure style coquelicots vegetal etonnez aille commander enseignes ligne moins a produit lendemain si souvenir bons magasin change encore plus bordélique avant ca ressemble a rien tout tristesse rayon faits importe comment a aucune organisation a impression ca a ete pose comme ca aucune logique trouverez bonheur magasin suite a réponse gerant magasin completement a cote plaque car quand voit commentaires a 1 2 etoiles fait tout petit dis a jamais,tres positif,0,choix
280,Bron,actuellement train construire partis chez castorama bron franchement jai trouvé tout voulais prix imbattables recommande vivement,tres positif,0,choix
282,Les Ulis,très bon magasin bricolage lon trouve tout vendeurs bon conseil,tres positif,1,personnel
285,Bèziers,choix bons conseils peu cher,tres positif,2,félicitation
288,Aix En Provence,cela concerne gros oeuvre laccueil très sympathique jai renseignements désiré très peu temp bravo nonne équipe,tres positif,0,choix
290,Nîmes,magasin bien fourni propre équipe agréable mention spéciale vendeur jérôme rayon plomberie a offert bouteille deau fils 4 an soif session shopping paraissait trop longue,tres positif,0,choix
299,Frejus,touttouttout bricolage jardin déco toujours 1 personne aider conseillertoujours aussi accueillant souriant attentionné,tres positif,0,choix
305,Marseille,acheté barbecue cet aprèsmidi vendeuse nathalie a très bien conseillé jeune homme caisse a fait carte fidélité magasin recommande,tres positif,0,choix
321,Merignac,magasin large choix où trouverez forcément bonheur toutefois malheureux quaucun conseil déplacent renseigner bien trop occupés regarder tchoupi leurs ordinateurs sans compter hôtesse caisse dont lamabilité oublié laccompagner travail jour ci remuant marchandise sans précaution oubliant très clairement courtoisie,tres positif,0,choix
326,Besancon,nombreux achats effectués magasin personnel toujours disponible lécoute agréable accueillant service sanitaire laccueil service pose carte formidables faites preuve professionnalisme conseils précieux merci encore,tres positif,0,choix
327,Haubourdin,autant dire expérience commande internet plateforme téléphonique castorama peut plus stressante désagréable autant fois rapprochée vendeurs magasin castorama englos apporté solution rapide efficace merci julien rayon carrelage responsable logistique occupés mapporter réponse très professionnelle comme lattendais tant nhésitez privilégier démarches directement magasin internet téléphone cest lenfer,tres positif,0,choix
334,Jouy Aux Arches,bon service bon conseil,tres positif,1,personnel
336,Nîmes,merci thibault excellents conseils peinture impeccable très bien adaptée support,tres positif,2,félicitation
337,Vélizy Villacoublay,allé chez castorama vélizy jai vécu très belle expérience omar vendeur expert jardin parfaitement conseillé faisant preuve patience dattention dun grand professionnalisme cest vendeur comme nen vu depuis lustre installé région depuis quelques semaines permis gagner temp grâce conseils judicieux ailleurs présenté dautres vendeurs quand demandes nétaient domaine magasin mérite vraiment 5 étoiles,tres positif,2,félicitation
339,Kingersheim,recommande magasin sans problème passé commande via internet livraison domicile pensant venait castorama besançon magasin plus près chez surprise venait kingersheim aucune importance moment reçois commande apres petit soucis commande service client a contacté a solutionné petit soucis franchement mari surpris professionnalisme merci f w tenu promesse grand respect magasin seul petit bémol vient magasin vient groupe castorama mettez livré sou 4 jours meilleurs temp mettre peu plus client déçu personnellement solution trouvé a convenu sans aucun problème merci,tres positif,0,choix
341,Le Mans,accueil chaleureux nhésites aider a conseiller recommande magasin,tres positif,1,personnel
350,Bèziers,très bon accueil satisfaite renseignements fady acheté parasol merci,tres positif,1,personnel
351,Vandoeuvre Les Nancy,bon magazin bricolage très bon conseil vandeures,tres positif,1,personnel
352,Nîmes,reçus rayon sanitaires emma damien adeptes avis accueil gentillesse implication vrai plaisir guidés honnêtement leurs avis leurs conseils assistés commandes recherches explication chaque produit merci visite castorama coup bien plus constructive a pu aboutir beaucoup dachats carte fidélité david virginie,tres positif,2,félicitation
356,Bèziers,très bon conseils part thierry,tres positif,2,félicitation
359,St Marcel Les Valence,jai acheté meuble salle bain corinne vendeuse salle bain très agréable souriante bien conseillé bon rapport qualité prix très heureuse achat,tres positif,1,personnel
364,Bèziers,accueil souriant très bon conseil iller,tres positif,1,personnel
368,Barentin,souhaite noter ici grande satisfaction quant disponibilité professionnalisme employés sollicités notés exemple jour théo peinture tony jardin monsieur cinquantaine cheveux grisonnant lunette rencontré rayon luminaires sandrine caisse tous fait montre grande gentillesse touche humanité souriante quel cadeau merci encore,tres positif,2,félicitation
373,Chambray Les Tours,merci antoine équipe prise charge demande,tres positif,0,choix
374,Avignon,commande passée site dimanche fin daprèsmidi fonction disponibilité article magasin lendemain reçois mail minformant quil manquait moitié commande jai laetitia assistante commerciale téléphone malgré nétait boulot a pris choses main bons conseils super aimable coup commande complète client satisfaitsi tous employés pareil moyenne note magasin plus élevée ca a fait passer 1 5 merci mademoiselle,tres positif,2,félicitation
376,Aytre,très belle remorques très bon prix,tres positif,1,personnel
385,Le Mans,beaucoup choix prix trop chers,tres positif,0,choix
387,Nîmes,merci victoria conception dressing top très bon accueil,tres positif,1,personnel
388,Le Mans,vendeur accueillant compétent lécoute,tres positif,0,choix
396,Bèziers,111021 aujourdhui allez chez castorama vendeur jean dujardin lécoute problématique jovial professionnel près a aider recherche tous conseils trouver quil fallait merci livraison cest bien passée tiens saluer directeur a appeler maison problèmes store réglés amabilité gentillesse ainsi lintelligence merci sen commercial merci,tres positif,2,félicitation
400,Mandelieu La Napoule	,magasin très sympathique vendeurs très aimables compétents surtout audrain laccueil dévoue corp âme servir clientèle vais revenir revoir sourire,tres positif,0,choix
402,Aix En Provence,entre moment où rentré létablissement où jen sortie fallu 15 minute savais voulais nai trouvé quelquun dit facilement rapidement où cela trouvait humour prix correspondait pensais ni plus cher ni moins cher internet jai pu avoir confirmation être humain,tres positif,0,choix
405,Mundolsheim,3 an lon fréquente magasin rénover maison magasin na toujours changé vieillot choisissez bien vendeurconseiller car tous agréables voir men foutiste certains quand bon rayon outillage plomberieélectricité ex dessus tout chaine distribution niveau stock nest jour système informatique dun autre temp lachalandage rayon nul produits absents v lm parle fait demander prix si a qqu car ny a balisage prix majorité réglettes certains rayon tiennent plus zouk lorganisation caisse contre toujours ouvertes nombre hôtesses sympathiques renouvellerons plus carte fidélité,tres positif,0,choix
406,Mundolsheim,malgré bel achalandage belle surface vente attention particulière devrait être mise disponibilité produits rupture mélange laffichage prix disponibilité conseillers point spécifique minterpelle niveau prix certains article comme celui chevilles vi diam 10 prix étonnamment ba mémoire entre 2 3 alors daprès estimation bon prix entre 4 8 vais men plaindre derrière cette réalité pose question bon niveau détermination prix cest vrai casto fréquente triste ambiance seulement 2 caisses ouvertes dont caissière tenue religieuse estce concurrence nouveau leroy merlin proche fait désert magasin,tres positif,0,choix
408,Les Lilas,très bon service client merci conseils,tres positif,1,personnel
411,Le Mans,note spécialement livraison colis web véritable scène unique livreur présente colis magnum bouche plus deux heures retard grand nimporte quoi transporteurs bien dêtre peu plus professionnel logistique,tres positif,0,choix
414,Rillieux La Pape,ferme certain rayon bien avant lheure fermeture cherche absolument aider client jai fait 30 minute voiture venir castorama mentendre dire cest trop tard faudra repasser demain minute a maccorder pu faire gagner 1h plus permettre rendre chantier temp,tres positif,0,choix
418,Gonfreville L'Orcher,très satisfaits laccueil fait thierry julie très compétents gentilles lécoute client cest agréable tomber employés comme,tres positif,0,choix
422,Bèziers,dirige vers monsieur lunette laccueil loutillage collègue pose question jattends côté 2 personnes aucun dit bonjour monsieur sort espace bureau tête gondole montrer article collège lai visuel sait attente après préfère aller discuter 2 autres collègues font rien plaisantent rient peu comme amis retrouvent jattends encore 5 min cest très long quand 10 mètre vendeur désinvolte considère rien sidéré quil revienne sachant quil plus disponible coup repars sans rien acheter visite 27 mai 2022 17h30,tres positif,0,choix
426,Bèziers,bon accueil satisfaite conseils,tres positif,1,personnel
428,Kingersheim,achat barbecue weber personnel très accueillant très professionnel merci avoir aidé chargement véhicule,tres positif,0,choix
429,Lescar,très bon magasin très bons conseils part vendeur,tres positif,2,félicitation
433,Bèziers,très accueillant personnel compétent,tres positif,0,choix
436,Nîmes,grand merci damien rayon confort précieux conseils bonne humeur,tres positif,2,félicitation
437,Terville,accessible personnes handicapées fauteuil roulant toilette accessibles grand choix produits prix correct passé 27 mai 2023 après midi jai trouvé changement rayon belle surprise grand choix super poste quelques photo,tres positif,0,choix
444,Henin Beaumont,vendeuse très attentive attentes sympathique souriante comme aimerait voir plus souvent tous magasins quel bravo mademoiselle reviendrai commande,tres positif,0,choix
445,Barentin,vraiment très satisfaite conseils rayon jardin sandrine a accueilli grand sourire a très professionnelle reparti caddie plein plein dastuce quelle a conseillées reviendrais plaisir,tres positif,2,félicitation
447,Angouleme,bon accueil conseils améliorés,tres positif,1,personnel
449,Terville,très déçue visite aujourdhui viens acheter pied parasol erreur prix rayon seul prix affiché audessus cette palette remplie pied parasol passe 25 eur 53 eur caisse dambiguïté possible seul prix affiché audessus produit après 30 min dattente seule solution proposée réduction 10 responsable rayon jardin dit cest prendre laisser cliente régulière bébé dun mois décide tout dacheter pied conclusion faudrait comparer chaque code barre produit laisse juger,tres positif,0,choix
454,Antibes,fait carte payement castorama service financement exemplaire professionnel rapide efficace djamila bravo merci professionnalisme compétence,tres positif,0,choix
456,Frejus,27 mai 2022 14h après avoir fait devi grand dressing sest très bien passé isabelle vais service pose connaître prix pose placard où trouve dame sans répondre bonjour dit dune façon aimable tout castorama donne tarifs concernant pose ami a très récemment devi estimatif écrit rayon crois cette dame navait envie travailler si cest nouvelle mesure castorama donner destimation prix pose produits dressing cest tout simplement honteux vais chez concurrence faire devi livraison pose vraiment cest inadmissible part dune enseigne vante rayon dressing mesure disposition direction si souhaite contacter,tres positif,0,choix
466,Bèziers,tout parfait toujours bien accueilli satisfaite achats,tres positif,0,choix
469,Blagnac,mal produits réellement dispo prix maîtrisés cours matériaux compétitives contre difficile trouver vendeur dispo rapidement cest souvent plusieurs minute dattente faut souvent simposer conseil donc informer précisément avant venir nhésitez vérifier prix caisse toujours affiché rayon,tres positif,0,choix
474,Cormeilles En Parisis,personnel très agréable opérationnel merci conseils information,tres positif,2,félicitation
476,Orvault,passe magasin référence jai vu internet 2 disponible vendeur savez cest marketing dispo magasin click and collect soucis alors commande internet livraison click and collect confirmation reçues rdv pris là mail disant pouvais faire rembourser attendre st glinglin après recherche dispo beaujoire wait and see appel depuis remboursement demandé achat concurrence très commerçante magasin éviter commerçants bricolos direction demande 910 dommage employés méritent mieux quelle quand vois réponse juste copié collé cela mérite carton rouge passage jour 1011 rayon outillage vendeur vendeur dispo rayon face voyez bien occupé allez voir laccueil bien allé voir ailleurs madame monsieur magasin éviter tout prix reessai plus proche domicile toujours aussi peu commerçant,tres positif,0,choix
487,Nîmes,merci david rayon électricité a couru partout magasin trouver vendeurs dautres rayon a pu trouver quon voulait grâce,tres positif,0,choix
507,Colmar,très bon accueil beaucoup choix recommande 100,tres positif,1,personnel
511,Antibes,dommage agent sécurité aussi mal aimables caisses sadresser client sourire passerait tellement mieux,tres positif,0,choix
512,Agen,casto classique personnel vendeur prêt rendre service efficace,tres positif,0,choix
517,Vélizy Villacoublay,jai acheté carrelage passé assez rapidement caisse stock tous produits javais besoin caissière a très rapide vendeurs lécoute modifie lavis 7 mois étoiles car passé hier vendeurs toujours aussi sympa professionnel passage caisse effectué très rapidement jai attendu deux minute passer caisse contre allé découpe bois porte dikea malheureusement très scie a mal fait non manuellement pense machine lame nétait très bonne qualité car jai déjà dautres enseignes comme bricorama leroy merlin découpe a net sans bavure triste jai peur dune porte bon cest risque aussi sinon personne découpe très bien très gentil mets magasin an cest a beaucoup changé quand surtout lextérieur peu négligé,tres positif,0,choix
522,Paris 15,merci infiniment personne sécurité a accepté rentre alors magasin fermait grâce jai pu acheter scotch 3 carton manquaient déménagement lendemain 7h mavez sauvée merci beaucoup,tres positif,0,choix
524,Villabè,nai mi 3 étoiles car allant cour extérieur vu rouleau dherbe synthétiqueon demande si laffiche prix aussi peu claires nest volontaire impossible voir petite ligne laffiche prix car rouleau devantbonne surprise vers caisse où caissière a informé prix affiché m2 non rouleau entier plusieurs lavoir vu temp dautres avant daprès info caissière si pouviez afficher prix lisiblement ça top dehors ça jadore magasin,tres positif,0,choix
525,Chennevieres Sur Marne,cétait agréable grand magasin rapidement aider veux bonne atmosphère,tres positif,0,choix
529,St Clement De Riviere,acheté très grand miroir linstaller grand mur salon cest mur béton difficulté concevoir système solide daccrochage miroir assez lourd 25 kg nathan technicienvendeur remarquable patient imaginatif a très utilement aidés concevoir système puis a conduit rayon trouver pièces nécessaires a indiqués mode opératoires chacune delles trouver dispositif optimal fixation nathan a fait preuve lesprit danalyse synthèse caractérise bon professionnel recommandons conseils nathan client castorama saintclément rivière,tres positif,2,félicitation
532,Saint Orens De Gameville,vendeuse souriante très professionnellede très bon conseil connaissait bien produits beaucoup aidé rayon tringlerie,tres positif,1,personnel
536,Roissy En France,magasin a bien changé mieux rangé plus choix dommage lemployé efficace courtois na fait sexcuser délai dattente bien seul jour weekend rayon jardin exterieur magasin a bien chance davoir employé connaît bien stock travail a beaucoup professionnalisme a direction dirai réagissez rapidement si voulez perdre perdre nouveau clientèle merci monsieur 5 étoiles surtout professionnalisme,tres positif,0,choix
539,Avignon,jai bien aimé magasin vendeurs lécoute mont bien orienté conseilles souhaitais savoir plus cest service après vente sympa lécoute très professionnelle,tres positif,0,choix
540,Kingersheim,grand merci responsable rayon ameublement vendeuse gentillesses leurs professionnalismes cest incroyable patience tous moyens quils mi place pouvoir répondre demande scotchée vraiment merci,tres positif,0,choix
543,L'Union,magasin aisément accessible nord toulouse personnel vigiles aimables compétents sympathiques magasin immense,tres positif,0,choix
544,Villabè,nouvelle visite malheureusement constatons affichage volontairement trompeur rouleau gazon artificielle beau prix gros tout petit sans mauvaise fois vraiment tout petit lindication cest prix m2 opération déballage cest vraiment limite dire plus,tres positif,0,choix
546,Paris 15,venue aujourdhui acheter produits droguerie mite jai conseillée super vendeuse super sympa très belle fatima semble vois régulièrement surtout week end tenais féliciter bon conseil sourire toujours agréable ça fait toujours plaisir surtout temp ci conseille,tres positif,1,personnel
548,La Garde,petit commentaire saluer laccueil compétence professionnalisme vendeurs affaire aujourdhui rayon parquet faïences dressing salle bain grand merci travail qualité pédagogie explication ainsi empathie chacun bonne continuation,tres positif,0,choix
551,Barentin,excellent conseil lors lachat dune tondeuse outil multi fonctions aspirateursouffleur dépannage mise route service jardin plus lhumour serieux sans prendre sérieux bref bon moment bravo service jardin,tres positif,1,personnel
557,Chambray Les Tours,conseiller scierie top si projet demandez fouad super souriant efficace,tres positif,0,choix
560,Avignon,merci infiniment a kevin a su si bien conseiller lino personne trés lécoute souriant malgré marathon quon a fait travers tout magasin bonne humeur fait oublier mal jambes o reviendrais suite travaux sabine chauvet,tres positif,0,choix
569,Chambray Les Tours,bon rapport qualité prix beaucoup choix,tres positif,1,personnel
